0	1	
0.001	1	
0.00227354	0.999997	
0.00375484	0.999993	
0.00538287	0.999986	
0.0071099	0.999975	
0.00890184	0.99996	
0.0107356	0.999942	
0.0125959	0.999921	
0.0144731	0.999895	
0.0163609	0.999866	
0.0182554	0.999833	
0.020154	0.999797	
0.0220552	0.999757	
0.0239581	0.999713	
0.025862	0.999666	
0.0277665	0.999615	
0.0296714	0.99956	
0.0315766	0.999502	
0.0334819	0.99944	
0.0353874	0.999374	
0.0372929	0.999305	
0.0391984	0.999232	
0.0411039	0.999155	
0.0430095	0.999075	
0.0449151	0.998991	
0.0468207	0.998904	
0.0487262	0.998813	
0.0506318	0.998718	
0.0525374	0.99862	
0.054443	0.998518	
0.0563486	0.998413	
0.0582542	0.998304	
0.0601598	0.998191	
0.0620654	0.998075	
0.0639709	0.997955	
0.0658765	0.997831	
0.0677821	0.997704	
0.0696877	0.997573	
0.0715933	0.997438	
0.0734989	0.9973	
0.0754045	0.997158	
0.0773101	0.997013	
0.0792157	0.996864	
0.0811213	0.996711	
0.0830268	0.996555	
0.0849324	0.996395	
0.086838	0.996232	
0.0887436	0.996065	
0.0906492	0.995894	
0.0925548	0.99572	
0.0944604	0.995542	
0.096366	0.99536	
0.0982716	0.995175	
0.100177	0.994986	
0.102083	0.994794	
0.103988	0.994598	
0.105894	0.994398	
0.1078	0.994195	
0.109705	0.993988	
0.111611	0.993778	
0.113516	0.993564	
0.115422	0.993346	
0.117327	0.993125	
0.119233	0.9929	
0.121139	0.992672	
0.123044	0.99244	
0.12495	0.992204	
0.126855	0.991965	
0.128761	0.991722	
0.130667	0.991475	
0.132572	0.991225	
0.134478	0.990971	
0.136383	0.990714	
0.138289	0.990453	
0.140195	0.990189	
0.1421	0.989921	
0.144006	0.989649	
0.145911	0.989374	
0.147817	0.989095	
0.149723	0.988813	
0.151628	0.988526	
0.153534	0.988237	
0.155439	0.987944	
0.157345	0.987647	
0.15925	0.987346	
0.161156	0.987042	
0.163062	0.986735	
0.164967	0.986424	
0.166873	0.986109	
0.168778	0.985791	
0.170684	0.985469	
0.17259	0.985143	
0.174495	0.984814	
0.176401	0.984482	
0.178306	0.984145	
0.180212	0.983806	
0.182118	0.983462	
0.184023	0.983115	
0.185929	0.982765	
0.187834	0.982411	
0.18974	0.982053	
0.191645	0.981692	
0.193551	0.981327	
0.195457	0.980959	
0.197362	0.980587	
0.199268	0.980212	
0.201173	0.979833	
0.203079	0.97945	
0.204985	0.979064	
0.20689	0.978674	
0.208796	0.978281	
0.210701	0.977884	
0.212607	0.977484	
0.214513	0.97708	
0.216418	0.976673	
0.218324	0.976262	
0.220229	0.975847	
0.222135	0.975429	
0.224041	0.975008	
0.225946	0.974583	
0.227852	0.974154	
0.229757	0.973722	
0.231663	0.973286	
0.233568	0.972847	
0.235474	0.972404	
0.23738	0.971958	
0.239285	0.971508	
0.241191	0.971054	
0.243096	0.970597	
0.245002	0.970137	
0.246908	0.969673	
0.248813	0.969205	
0.250719	0.968734	
0.252624	0.96826	
0.25453	0.967782	
0.256436	0.9673	
0.258341	0.966815	
0.260247	0.966327	
0.262152	0.965834	
0.264058	0.965339	
0.265964	0.96484	
0.267869	0.964337	
0.269775	0.963831	
0.27168	0.963321	
0.273586	0.962808	
0.275491	0.962292	
0.277397	0.961772	
0.279303	0.961248	
0.281208	0.960721	
0.283114	0.96019	
0.285019	0.959656	
0.286925	0.959119	
0.288831	0.958578	
0.290736	0.958033	
0.292642	0.957485	
0.294547	0.956934	
0.296453	0.956379	
0.298359	0.95582	
0.300264	0.955258	
0.30217	0.954693	
0.304075	0.954124	
0.305981	0.953552	
0.307886	0.952976	
0.309792	0.952397	
0.311698	0.951814	
0.313603	0.951228	
0.315509	0.950639	
0.317414	0.950046	
0.31932	0.949449	
0.321226	0.948849	
0.323131	0.948246	
0.325037	0.947639	
0.326942	0.947029	
0.328848	0.946415	
0.330754	0.945798	
0.332659	0.945177	
0.334565	0.944553	
0.33647	0.943926	
0.338376	0.943295	
0.340282	0.942661	
0.342187	0.942023	
0.344093	0.941382	
0.345998	0.940737	
0.347904	0.940089	
0.349809	0.939438	
0.351715	0.938783	
0.353621	0.938125	
0.355526	0.937463	
0.357432	0.936798	
0.359337	0.93613	
0.361243	0.935458	
0.363149	0.934783	
0.365054	0.934104	
0.36696	0.933422	
0.368865	0.932737	
0.370771	0.932048	
0.372677	0.931356	
0.374582	0.930661	
0.376488	0.929962	
0.378393	0.929259	
0.380299	0.928554	
0.382205	0.927845	
0.38411	0.927132	
0.386016	0.926417	
0.387921	0.925697	
0.389827	0.924975	
0.391732	0.924249	
0.393638	0.92352	
0.395544	0.922787	
0.397449	0.922051	
0.399355	0.921312	
0.40126	0.920569	
0.403166	0.919823	
0.405072	0.919074	
0.406977	0.918322	
0.408883	0.917566	
0.410788	0.916806	
0.412694	0.916044	
0.4146	0.915278	
0.416505	0.914508	
0.418411	0.913736	
0.420316	0.91296	
0.422222	0.912181	
0.424127	0.911398	
0.426033	0.910612	
0.427939	0.909823	
0.429844	0.909031	
0.43175	0.908235	
0.433655	0.907436	
0.435561	0.906633	
0.437467	0.905828	
0.439372	0.905019	
0.441278	0.904207	
0.443183	0.903391	
0.445089	0.902572	
0.446995	0.90175	
0.4489	0.900925	
0.450806	0.900096	
0.452711	0.899264	
0.454617	0.898429	
0.456523	0.897591	
0.458428	0.896749	
0.460334	0.895904	
0.462239	0.895056	
0.464145	0.894205	
0.46605	0.89335	
0.467956	0.892492	
0.469862	0.891631	
0.471767	0.890767	
0.473673	0.889899	
